,code,geocode,name,lat,lng,prov_id,tambon_name,amphoe_name,province_name,basin,name_e,tambon_name_e,amphoe_name_e,province_name_e,wl_offset,station_type,left_bank,right_bank,ground_level,rid_critical_level
253,THA009,740108.0,เมืองสมุทรสาคร,13.58595,100.23054,74.0,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,แม่น้ำท่าจีน,Tha Chin 9,Tha Chin,Mueang Samut Sakhon,Samut Sakhon,0.0,W,1.894,1.8,-7.901,
254,THA010,720701.0,สองพี่น้อง,14.21593,100.05016,72.0,สองพี่น้อง,สองพี่น้อง,สุพรรณบุรี,แม่น้ำท่าจีน,Song Phi Nong,Song Phi Nong,Song Phi Nong,Suphan Buri,0.0,W,2.637,2.514,-1.51,
255,THA011,730502.0,บางปลา,13.9705,100.158,73.0,บางปลา,บางเลน,นครปฐม,แม่น้ำท่าจีน,Tha Chin 11,Bang Pla,Bang Len,Nakhon Phanom,0.0,W,3.701,4.135,-2.028,
256,TKP001,820505.0,ตะกั่วป่า,8.776257,98.390052,82.0,ตำตัว,ตะกั่วป่า,พังงา,ภาคใต้ฝั่งตะวันตก,Takua Pa 1,Tam Tua,Takua Pa,Phang Nga,0.0,W,8.778,7.783,5.52,
257,TKP002,820103.0,เมืองพังงา,8.47702,98.52825,82.0,ถ้ำน้ำผุด,เมืองพังงา,พังงา,ภาคใต้ฝั่งตะวันตก,Takua Pa 2,Tham Nam Phut,Mueang Phang Nga,Phang Nga,0.0,W,12.778,11.723,2.01,
258,TNG001,920704.0,สะพานหนำเหนือ,7.7294,99.55138,92.0,ท่าสะบ้า,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 1,Tha Sa Ba,Wang Wiset,Trang,0.0,W,11.778,11.633,-3.28,
259,TNG002,920109.0,เมืองตรัง,7.55573,99.578451,92.0,บางรัก,เมืองตรัง,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 2,Bang Rak,Mueang Trang,Trang,0.0,W,4.054,4.054,-3.014,
260,TNG003,920108.0,คลองนางน้อย,7.56816,99.65108,92.0,นาโยงใต้,เมืองตรัง,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 3,Na Yong Tai,Mueang Trang,Trang ,4.123,W,16.821,16.964,14.423,
261,TNG004,920412.0,ปะเหลียน,7.37193,99.6773,92.0,ท่าพญา,ปะเหลียน,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 4,Tha Phaya,Palian,Trang,-6.566,W,5.407,4.699,-0.766,
262,TNG005,920701.0,วังวิเศษ,7.66889,99.45928,92.0,เขาวิเศษ,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 5,Khao Wiset,Wang Wiset,Trang,1.492,W,11.857,11.604,8.592,
263,TNG006,920901.0,รัษฎา,7.96412,99.59776,92.0,ควนเมา,รัษฎา,ตรัง,ภาคใต้ฝั่งตะวันตก,Trang 6,"Khuan Mao,",Ratsada,Trang,14.0,W,25.605,24.445,17.1,
264,TON001,270302.0,ตาพระยา,14.0512,102.88532,27.0,ทัพเสด็จ,ตาพระยา,สระแก้ว,โตนเลสาป,Ta Phraya,Thap Sadet,Ta Phraya,Sa Kaeo,0.0,W,59.0445,58.9445,86.46164426877469,
265,TON002,220404.0,โป่งน้ำร้อน,13.03652,102.38159,22.0,หนองตาคง,โป่งน้ำร้อน,จันทบุรี,โตนเลสาป,Pong Nam Ron,Nong Ta Khong,Pong Nam Ron,Chantaburi,0.0,W,109.859,107.255,86.46164426877469,
266,TPI001,841701.0,พุนพิน 1,9.13127,99.25883,84.0,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 1,Tha Kham,Phunphin,Surat Thani,0.0,W,3.828,3.523,-5.122,
267,TPI002,841714.0,พุนพิน 2,9.08679,99.17065,84.0,หนองไทร,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 2,Nong Sai,Phunphin,Surat Thani,0.0,W,4.756,4.335,-5.237,
268,TPI003,841702.0,พุนพิน 3,8.98699,99.21124,84.0,ท่าสะท้อน,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 3,Tha Sathon,Phunphin,Surat Thani,0.0,W,2.858,3.174,-3.425,
269,TPI004,840801.0,ท่าขนอม,9.029204507,98.96962682,84.0,ท่าขนอน,คีรีรัฐนิคม,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 4,Tha Khanon,Khiri Rat Nikhom,Surat Thani,0.0,W,11.242,11.969,-0.952,
270,TPI005,841504.0,เวียงสระ,8.57094,99.25391,84.0,ทุ่งหลวง,เวียงสระ,สุราษฎร์ธานี,แม่น้ำตาปี,Tapi 5,Thung Luang,Wiang Sa,Surat Thani,0.0,W,9.294,11.311,2.943,
